Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Vietnam,Price / Vietnam,Compare At Price / Vietnam,Included / International,Price / International,Compare At Price / International,Status
fox-protection-jacket-baseframe-6,Fox Protection Jacket Baseframe 5,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,Protective jacket,"Gloves, Goggles, Racing",true,Title,Default Title,,,,,"",0.0,shopify,100,deny,manual,190.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8e-min_815e3591-1bef-4c7f-9a57-02c233173a9a.png?v=1702353933,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fox-protection-jacket-baseframe-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8d-min_225af2b7-5d1f-47b3-bad9-5287032dc784.png?v=1702353942,2,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8b-min_5c2c3981-4962-486b-8d75-d8e47e39b59e.png?v=1702353949,3,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8g-min_bd0ec425-3045-4022-b586-91e4f648f40b.png?v=1702353949,4,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8h-min_24e35824-f6e8-4fd8-b71d-08904db14f0e.png?v=1702353949,5,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8i-min_7a2e97aa-37f5-4168-bc86-0ece1726bc46.png?v=1702353949,6,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-6,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8k-min_86fcd8cb-8755-4500-b270-9959b5c6397d.png?v=1702353949,7,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-4,Fox Protection Jacket Baseframe 3,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,Protective jacket,"Gloves, Helmet",true,Title,Default Title,,,,,"",0.0,shopify,50,deny,manual,160.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8g-min.png?v=1702353743,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fox-protection-jacket-baseframe-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8h-min_10c7379d-5dc8-44e3-b3d6-1480b8d90d33.png?v=1702353743,2,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8b-min.png?v=1702353743,3,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8c-min_cd2d03cf-8b30-44fb-a4b6-5f0ff72061be.png?v=1702353744,4,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8d-min_01fb4f26-1330-49d7-bfca-e409e0c53ed8.png?v=1702353744,5,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-4,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8k-min_7c975731-d4bb-427e-9bb0-26575bf328e9.png?v=1702353744,6,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-5,Fox Protection Jacket Baseframe 4,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,Protective jacket,"Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,100,deny,manual,185.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8f-min_228e2c42-779b-4429-9ea6-c9a17ac92cbd.png?v=1702353847,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fox-protection-jacket-baseframe-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8e-min.png?v=1702353847,2,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8a-min.png?v=1702353847,3,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8i-min_e17000e7-d71c-4fd3-9138-778876e38ba8.png?v=1702353847,4,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8c-min_63a582f0-4782-4401-a4da-f7d30988a85d.png?v=1702353847,5,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-5,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8d-min_57cfb200-8dce-4d66-86f5-026f2a899c83.png?v=1702353847,6,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-2,Fox Protection Jacket Baseframe 2,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,Protective jacket,"Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,250,deny,manual,125.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8c-min.png?v=1702353439,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fox-protection-jacket-baseframe-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8d-min.png?v=1702353439,2,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8f-min.png?v=1702353439,3,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8h-min.png?v=1702353439,4,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8i-min.png?v=1702353439,5,,,,,,,,,,,,,,,,,,,,,,,,,,
fox-protection-jacket-baseframe-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/8k-min.png?v=1702353439,6,,,,,,,,,,,,,,,,,,,,,,,,,,
motorbike-sprocket,Motorbike sprocket,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,Motorcycle,"Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,80,deny,manual,80.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/20a.png?v=1700637927,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
motorbike-sprocket,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/20b.png?v=1700637928,2,,,,,,,,,,,,,,,,,,,,,,,,,,
motorbike-sprocket,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/20c.png?v=1700637928,3,,,,,,,,,,,,,,,,,,,,,,,,,,
motorbike-sprocket,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/20d.png?v=1700637928,4,,,,,,,,,,,,,,,,,,,,,,,,,,
motorbike-sprocket,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/20e.png?v=1700637928,5,,,,,,,,,,,,,,,,,,,,,,,,,,
terrain-bike-lip,Terrain Motorcycle lip,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,Motorcycle,"Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,150,deny,manual,150.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/19a.png?v=1700637518,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
terrain-bike-lip,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/19b.png?v=1700637518,2,,,,,,,,,,,,,,,,,,,,,,,,,,
terrain-bike-lip,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/19c.png?v=1700637519,3,,,,,,,,,,,,,,,,,,,,,,,,,,
terrain-bike-lip,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/19d.png?v=1700637519,4,,,,,,,,,,,,,,,,,,,,,,,,,,
terrain-bike-lip,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/19e.png?v=1700637519,5,,,,,,,,,,,,,,,,,,,,,,,,,,
chain-for-racing-motorbikes,Chain for racing motorbikes,"<p class=""des des_1"" data-mce-fragment=""1""><span data-mce-fragment=""1"">IronCaptivate with this shirt’s versatile urban look that works as well at happy hour as it does in the back yard. The real mother of pearl buttons and embroidered crocodile complete its elegant appeal.Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridicu lus mus. Donec quam felis, ultri cies nec, pellentesque eu, pretium quis, sem. Nulla consequat massa quis enim.</span></p>
<p class=""des des_1"" data-mce-fragment=""1""> </p>
<h4 data-mce-fragment=""1"">Sample Ordered Lista</h4>
<ol class=""style_type_2"" data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Comodous in tempor ullamcorper miaculis</li>
<li data-mce-fragment=""1"">Pellentesque vitae neque mollis urna mattis laoreet.</li>
<li data-mce-fragment=""1"">Divamus sit amet purus justo.</li>
<li data-mce-fragment=""1"">Proin molestie egestas orci ac suscipit risus posuere loremous</li>
</ol>
<br data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Sample Paragraph Text</h4>
<p class=""des des_2"" data-mce-fragment=""1"">Nullam quis feugiat libero. Phasellus quis molestie massa. Donec in enim sed ex commodo auctor. Nam sagittis volutpat sollicitudin. Fusce sed erat pulvinar nulla aliquet ullamcorper vel et velit. Aliquam a quam ligula. Sed malesuada pulvinar vulputate. Vivamus pharetra metus nulla, a molestie quam luctus eget. Mauris orci risus, consectetur consequat metus quis, mollis eleifend eros.</p>
<p class=""des des_2"" data-mce-fragment=""1"">Sed quis quam sapien. Quisque convallis est enim, et fermentum massa consectetur non. Nam vel ante tempus, venenatis mi eget, tempus libero. In elementum nisi velit, nec mattis eros laoreet quis. Ut purus lacus, ultricies eget elit sed, tincidunt dapibus ligula. Praesent nisl magna, vehicula quis nulla eu, egestas viverra velit. Aliquam sodales, massa eu aliquam porttitor, urna magna venenatis tellus, eget pellentesque sem eros id ex. Cras convallis lacus sit amet nisl porta, sit amet semper lacus sodales.</p>",Vinova MotorGear,,Motorcycle,"Gloves, Goggles, Helmet, Racing",true,Title,Default Title,,,,,"",0.0,shopify,80,deny,manual,88.00,,true,true,"",https://cdn.shopify.com/s/files/1/0674/7173/7051/files/18a.png?v=1700637260,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
chain-for-racing-motorbikes,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/18b.png?v=1700637260,2,,,,,,,,,,,,,,,,,,,,,,,,,,
chain-for-racing-motorbikes,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/18c.png?v=1700637260,3,,,,,,,,,,,,,,,,,,,,,,,,,,
chain-for-racing-motorbikes,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/18d.png?v=1700637260,4,,,,,,,,,,,,,,,,,,,,,,,,,,
chain-for-racing-motorbikes,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/7173/7051/files/18e.png?v=1700637260,5,,,,,,,,,,,,,,,,,,,,,,,,,,
